Year	Country	Latitude	Longitude	Focal Depth (km)	Mag	Total Deaths	Total Missing	Total Injuries	Total Houses Destroyed	Total Houses Damaged
1975	USA TERRITORY	13.843	144.754	113	6.1	0	0	0	0	0
1975	CHILE	-38.18	-73.23	6	7.7	0	0	0	0	0
1975	PAPUA NEW GUINEA	-7.104	155.152	44	7.7	0	0	0	0	0
1975	TONGA	-24.894	-175.119	9	7.8	0	0	0	0	0
1976	GUATEMALA	14.767	-91.061	5	5.1	4	0	50	0	0
1976	SOUTH AFRICA	-27.953	26.653	33	5.2	4	0	36	0	0
1976	PANAMA	7.4	-78.1	22	6.7	5	0	7	0	0
1976	ITALY	46.28	13.157	16	5.5	5	0	0	0	0
1976	ITALY	46.302	13.197	10	6	11	0	0	0	0
1976	IRAN	33.8	59.15	13	6.2	17	0	0	0	0
1976	INDONESIA	-4.517	139.918	33	7.1	133	0	0	0	0
1976	INDONESIA	-8.17	114.888	40	6.5	573	0	4755	0	0
1976	ITALY	46.356	13.275	9	6.5	978	0	1700	0	0
1976	INDONESIA	-4.603	140.091	33	7.1	6000	0	0	0	0
1976	PHILIPPINES	6.292	124.09	33	8	8000	0	10000	0	0
1976	GUATEMALA	15.324	-89.101	5	7.5	23000	0	76000	0	0
1976	CHINA	39.57	117.98	23	7.5	242769	0	799000	0	0
1976	MALAYSIA	4.96	118.31	33	6.2	0	0	0	0	0
1976	ICELAND	66.16	-16.58	33	6.4	0	0	0	0	0
1976	KERMADEC ISLANDS (NEW ZEALAND)	-28.427	-177.657	33	8	0	0	0	0	0
1976	UZBEKISTAN	40.31	63.77	33	7	0	0	0	0	0
1976	KERMADEC ISLANDS (NEW ZEALAND)	-29.208	-177.886	69	7.8	0	0	0	0	0
1976	AFGHANISTAN	36.51	71.04	190	6.1	0	0	0	0	0
1976	UZBEKISTAN	40.38	63.47	10	7	0	0	0	0	0
1976	ITALY	46.32	13.13	17	5.9	0	0	0	0	0
1976	TURKEY	39.12	44.03	36	7.3	0	0	0	0	0
1976	AFGHANISTAN	36.61	67.79	33	5.5	0	0	0	0	0
1976	CHINA	39.664	118.401	26	7.4	0	0	0	0	0
1976	PHILIPPINES	7.249	122.939	22	6.8	0	0	0	0	0
1976	TURKEY	40.89	42.85	44	5.5	0	0	0	0	0
1976	CHINA	24.57	98.953	8	7.3	0	0	0	0	0
1976	CHILE	-20.52	-68.92	82	7.3	0	0	0	0	0
1976	RUSSIA	44.915	149.123	41	7	0	0	0	0	0
1976	ECUADOR	0.78	-79.8	9	6.7	0	0	0	0	0
1976	CHINA	24.531	98.71	10	7.4	0	0	0	0	0
1976	MEXICO	17.4	-100.64	45	6.4	0	0	0	0	0
1977	PHILIPPINES	16.77	122.33	37	7.3	1	0	9	14	22
1977	IRAN	38.934	44.38	37	5.4	3	0	9	0	0
1977	SOLOMON ISLANDS	-9.965	160.731	33	8.1	18	0	1	0	0
1977	SOLOMON ISLANDS	-9.828	160.323	33	6.8	34	0	0	0	0
1977	ARGENTINA	-31.03	-67.77	13	7.4	70	0	300	0	0
1977	IRAN	27.61	56.39	29	6.9	167	0	556	0	0
1977	INDONESIA	-11.085	118.464	33	8	189	0	75	0	0
1977	IRAN	31.98	50.68	41	5.9	366	0	200	0	0
1977	IRAN	30.95	56.47	31	5.8	584	0	1000	0	0
1977	ROMANIA	45.777	26.703	89	7.5	1641	0	10500	0	0
1977	ROMANIA	42.11	23.97	6	5.1	0	0	0	0	0
1977	SAMOA	-16.696	-172.095	33	7.6	0	0	0	0	0
1977	COLOMBIA	7.34	-76.3	33	6.5	0	0	0	0	0
1977	SOLOMON ISLANDS	-9.844	160.822	33	7.5	0	0	0	0	0
1977	SOLOMON ISLANDS	-9.89	160.348	19	7.6	0	0	0	0	0
1977	INDONESIA	-8.22	115.19	33	5.2	0	0	0	0	0
1977	TONGA	-25.856	-175.406	33	7.2	0	0	0	0	0
1977	TONGA	-22.878	-175.9	65	7.2	0	0	0	0	0
1977	PAPUA NEW GUINEA	-1.081	146.23	33	5.5	0	0	0	0	0
1977	INDONESIA	0.45	100.02	22	6	0	0	0	0	0
1977	TAJIKISTAN	40.04	70.85	20	5.9	0	0	0	0	0
1978	TAIWAN	23.247	122.075	33	7	2	0	3	0	0
1978	MEXICO	16.01	-96.591	18	7.7	9	0	0	0	0
1978	JAPAN	34.809	139.259	14	6.6	25	0	129	85	544
1978	JAPAN	38.19	142.028	44	7.7	28	0	10000	0	0
1978	GREECE	40.739	23.229	3	6.4	50	0	0	0	0
1978	IRAN	32.14	49.65	33	6.2	76	0	0	0	0
1978	IRAN	33.386	57.434	33	7.8	20000	0	0	0	0
1978	RUSSIA	44.209	148.971	46	6.8	0	0	0	0	0
1978	KAZAKHSTAN	42.839	78.606	33	7.1	0	0	0	0	0
1978	SERBIA	43.269	20.919	33	5.7	0	0	0	0	0
1978	GERMANY	48.29	9.01	8	5.3	0	0	0	0	0
1978	RUSSIA	44.592	146.581	91	7.5	0	0	0	0	0
1978	RUSSIA	44.932	148.439	33	7.5	0	0	0	0	0
1978	JAPAN	38.78	141.95	60	6.1	0	0	0	0	0
1978	ITALY	38.1	16.03	33	5	0	0	0	0	0
1978	ITALY	38.391	15.066	14	5.7	0	0	0	0	0
1978	USA	34.35	-119.7	7	5.6	0	0	0	0	0
1978	RUSSIA	44.026	149.002	33	6.7	0	0	0	0	0
1978	CHILE	-26.51	-70.54	58	7	0	0	0	0	0
1978	PHILIPPINES	8.249	122.403	24	6.9	0	0	0	0	0
1978	PAKISTAN	29.926	66.302	33	5.9	0	0	0	0	0
1978	UZBEKISTAN	39.35	72.61	7	6.8	0	0	0	0	0
1978	MEXICO	17.03	-99.74	36	6.6	0	0	0	0	0
1978	GREECE	40.759	23.268	10	5.6	0	0	0	0	0
1978	RUSSIA	44.14	149.029	33	6.6	0	0	0	0	0
1978	KERMADEC ISLANDS (NEW ZEALAND)	-30.68	-177.36	33	7.7	0	0	0	0	0
1978	RUSSIA	44.244	148.862	33	7.6	0	0	0	0	0
1978	TAIWAN	22.282	121.512	17	7.4	0	0	0	0	0
1979	GREECE	39.536	20.398	40	5.2	1	0	3	0	0
1979	INDONESIA	-8.254	115.847	38	6.2	2	0	40	0	0
1979	GUATEMALA	13.833	-90.881	58	6.8	4	0	23	0	0
1979	MEXICO	17.813	-101.276	49	7.6	5	0	35	200	0
1979	ITALY	42.812	13.061	16	5.8	5	0	5000	0	0
1979	INDONESIA	-3.299	102.712	33	6.6	8	0	162	2500	0
1979	IRAN	33.962	59.726	10	7.5	17	0	24	0	0
1979	PERU	-16.39	-72.658	53	6.9	18	0	0	0	0
1979	INDONESIA	-8.207	115.949	25	5.8	22	0	0	0	0
1979	INDONESIA	-8.39	115.889	33	6.3	27	0	200	0	0
1979	INDONESIA	-7.656	108.252	62	6.1	30	0	200	0	0
1979	CHINA	31.452	119.241	11	5.4	41	0	2987	113909	0
1979	COLOMBIA	4.805	-76.217	108	6.4	72	0	600	0	0
1979	INDONESIA	-1.679	136.04	5	7.9	115	0	0	1000	0
1979	MONTENEGRO	42.096	19.209	10	6.9	131	0	1001	0	0
1979	IRAN	33.897	59.472	33	6.8	200	0	0	0	0
1979	IRAN	33.918	59.741	33	6.6	350	0	0	0	0
1979	COLOMBIA	1.598	-79.358	33	7.7	600	0	20000	10000	0
1979	AUSTRALIA	-30.812	117.179	6	6.1	0	0	0	0	0
1979	JAPAN	40.232	143.703	10	6.4	0	0	0	0	0
1979	CHINA	41.145	108.129	33	5.9	0	0	104	400	0
1979	USA	32.634	-115.324	10	6.9	0	0	0	0	0
1979	IRAN	34.033	59.817	33	6	0	0	0	0	0
1979	PANAMA	8.316	-82.943	28	6.5	0	0	0	0	0
1979	INDONESIA	-8.299	115.934	43	5.4	0	0	0	0	0
1979	NEW ZEALAND	-46.675	165.707	33	7.5	0	0	0	0	0
1979	PAPUA NEW GUINEA	-4.98	145.577	189	6.2	0	0	0	0	0
1979	GREECE	34.53	24.437	33	5.6	0	0	0	0	0
1979	MONTENEGRO	41.956	19.023	10	5.3	0	0	0	0	0
1979	MACEDONIA	42.255	18.752	8	6.2	0	0	65	0	0
1979	FIJI	-16.76	-179.984	33	6.9	0	0	0	0	0
1979	USA	60.691	-141.671	18	7.5	0	0	0	0	0
1980	MEXICO	32.22	-114.985	5	6.4	1	0	100	0	0
1980	IRAN	37.19	50.201	62	5.4	1	0	0	0	0
1980	GREECE	39.269	23.041	14	6.4	1	0	0	0	0
1980	HONDURAS	15.888	-88.516	22	6.4	2	0	0	0	0
1980	JAPAN	35.45	139.964	73	6	2	0	73	0	0
1980	IRAN	34.503	50.59	41	5.2	3	0	139	0	0
1980	ECUADOR	-1.948	-80.017	55	5.6	8	0	100	0	0
1980	IRAN	34.587	50.652	33	5.8	26	0	0	0	0
1980	USA	46.214	-122.194	4	5.2	61	0	0	0	0
1980	AZORES (PORTUGAL)	38.727	-27.75	13	6.9	69	0	600	0	0
1980	NEPAL	29.598	81.092	18	6.5	200	0	0	0	0
1980	MEXICO	18.211	-98.24	72	6.4	300	0	0	0	0
1980	ITALY	40.914	15.366	20	6.9	4689	0	7700	0	0
1980	ALGERIA	36.195	1.354	10	7.7	5000	0	9000	250000	0
1980	SOLOMON ISLANDS	-12.41	166.381	33	7.5	0	0	0	0	0
1980	USA	38.174	-83.907	8	5.1	0	0	2	0	0
1980	USA	41.117	-124.253	19	7.2	0	0	0	0	0
1980	COLOMBIA	8.045	-72.441	40	5	0	0	36	30	0
1980	GUATEMALA	14.716	-91.317	105	5.3	0	0	0	0	0
1980	USA	37.6	-118.84	7	6.1	0	0	7	0	0
1980	JAPAN	34.808	139.181	15	6.2	0	0	7	0	0
1980	SOLOMON ISLANDS	-12.525	165.916	33	7.9	0	0	0	0	0
1980	NEW ZEALAND	-39.542	176.478	32	5.6	0	0	0	0	0
1980	SERBIA	43.294	20.837	9	5.8	0	0	50	0	0
1980	RUSSIA	43.53	146.753	44	7	0	0	0	0	0
1980	USA	37.855	-121.816	11	5.9	0	0	50	0	0
1980	INDONESIA	-8.082	108.793	84	5.8	0	0	0	0	0
1980	TAJIKISTAN	40.113	70.596	33	5.2	0	0	0	0	0
1981	GREECE	38.209	23.288	29	6.4	1	0	9	0	0
1981	CHILE	-33.134	-73.074	33	7.5	1	0	0	0	0
1981	GREECE	39.481	20.699	31	5.6	2	0	0	150	0
1981	PERU	-13.166	-74.522	24	5.2	10	0	0	0	0
1981	COLOMBIA	8.117	-72.527	54	5.4	15	0	0	0	0
1981	GREECE	38.222	22.934	33	6.7	22	0	400	8000	0
1981	CHINA	30.927	101.098	33	6.8	150	0	489	2992	0
1981	PAKISTAN	35.693	73.594	33	5.9	220	0	2500	0	0
1981	INDONESIA	-4.576	139.232	33	6.7	305	0	0	0	0
1981	IRAN	30.013	57.794	33	7.1	3000	0	1000	0	0
1981	IRAN	29.913	57.715	33	6.7	3000	0	0	0	0
1981	EGYPT	23.686	32.604	10	5.3	0	0	0	11	0
1981	MEXICO	18.048	-102.084	33	7.3	0	0	0	0	0
1981	USA	33.133	-115.65	6	6	0	0	0	0	0
1981	BOSNIA-HERZEGOVINA	44.849	17.312	16	5.5	0	0	44	0	0
1981	JAPAN	38.64	142.75	33	6.9	0	0	0	0	0
1981	GREECE	39.243	25.227	10	7.5	0	0	0	0	0
1981	NEW ZEALAND	-48.786	164.357	33	7.6	0	0	0	0	0
1981	SAMOA	-14.96	-173.085	25	7.7	0	0	0	0	0
1982	MACEDONIA	40.883	19.59	21	5.5	1	0	12	0	0
1982	PERU	-12.69	-76.065	95	6.1	3	0	0	0	0
1982	HONDURAS	14.487	-89.121	12	5.1	3	0	2	0	554
1982	MEXICO	16.558	-98.358	34	7	9	0	0	0	0
1982	CHINA	31.907	99.931	10	5.5	10	0	5	0	0
1982	INDONESIA	-8.405	123.08	33	5.9	13	0	390	1875	0
1982	EL SALVADOR	13.313	-89.339	82	6.2	43	0	0	0	0
1982	AFGHANISTAN	36.148	69.011	36	6.6	500	0	3000	0	0
1982	YEMEN	14.701	44.379	5	6	2800	0	1500	0	0
1982	SOLOMON ISLANDS	-12.597	165.931	31	7.5	0	0	0	0	0
1982	INDONESIA	4.374	97.755	52	5.4	0	0	0	0	0
1982	TONGA	-24.133	-175.864	33	7.7	0	0	0	0	0
1982	JAPAN	33.826	139.434	22	6.1	0	0	0	0	0
1982	PHILIPPINES	13.752	124.358	46	7.1	0	0	0	0	0
1982	INDIA	6.946	94.002	19	6.3	0	0	0	0	0
1982	INDONESIA	-9.265	118.479	33	6.4	0	0	0	0	0
1982	INDONESIA	-8.375	120.577	46	5.6	0	0	0	0	0
1982	INDONESIA	-6.863	106.936	40	5.5	0	0	17	0	0
1982	JAPAN	42.158	142.361	44	6.7	0	0	0	0	0
1982	JAPAN	36.194	141.702	37	6.8	0	0	0	0	0
1982	HONDURAS	13.158	-87.589	6	6	0	0	2	0	0
1983	JAPAN	35.5	139.07	25	5.3	1	0	28	0	0
1983	COSTA RICA	9.652	-83.688	33	6.2	2	0	60	0	0
1983	BELGIUM	50.696	5.346	10	5	2	0	30	0	0
1983	USA	43.974	-113.916	14	7.3	2	0	2	0	0
1983	INDONESIA	1.131	120.858	33	6.1	2	0	4	20	4
1983	IRAN	36.948	49.18	41	5	3	0	41	75	0
1983	TURKEY	40.324	27.222	10	6.1	5	0	26	0	0
1983	CHILE	-26.535	-70.563	15	7.3	5	0	12	40	0
1983	COSTA RICA	8.717	-83.123	37	7.3	6	0	0	0	0
1983	PAPUA NEW GUINEA	-5.392	151.868	26	6.4	10	0	0	0	0
1983	PHILIPPINES	18.231	120.86	29	6.5	16	0	471	0	0
1983	AFGHANISTAN	36.372	70.738	215	7.2	26	0	483	0	0
1983	CHINA	35.206	115.213	19	5.3	34	0	2200	3300	0
1983	JAPAN	40.462	139.102	24	7.7	104	0	324	0	0
1983	GUINEA	11.866	-13.529	11	6.2	443	200	1436	4000	0
1983	TURKEY	40.33	42.187	12	6.9	1342	0	1142	0	0
1983	USA	36.219	-120.317	10	6.2	0	0	45	500	0
1983	CHINA	39.945	75.135	16	6.2	0	0	2	0	0
1983	PAPUA NEW GUINEA	-4.883	153.581	89	7.6	0	0	0	0	0
1983	THAILAND	14.926	99.023	10	5.9	0	0	0	0	0
1983	GREECE	38.026	20.228	14	7.2	0	0	0	0	0
1983	UK TERRITORY	-6.852	72.11	10	7.6	0	0	0	0	0
1983	INDONESIA	1.084	121.052	40	6	0	0	0	20	15
1983	MEXICO	16.147	-95.232	57	6.7	0	0	0	0	0
1983	ITALY	44.689	10.317	37	5	0	0	100	0	0
1983	TAJIKISTAN	38.841	70.727	49	5.2	0	0	0	0	0
1983	INDONESIA	5.723	94.722	79	6.6	0	0	100	0	0
1983	USA	19.43	-155.454	12	6.7	0	0	6	0	0
1983	GREECE	40.142	24.766	2	7	0	0	0	0	0
1983	SERBIA	43.246	20.859	10	5.1	0	0	0	0	0
1983	JAPAN	40.249	138.948	26	5.9	0	0	0	0	0
1983	INDONESIA	-4.056	127.924	17	6.5	0	0	0	0	0
1983	RUSSIA	55.867	161.287	63	6.5	0	0	0	0	0
1983	PERU	-4.843	-78.103	104	6.5	0	0	0	0	0
1983	VIETNAM	21.721	103.282	18	6.3	0	0	0	0	0
1983	JAPAN	41.346	139.099	10	6.9	0	0	0	0	0
1983	JAPAN	33.941	139.513	12	6	0	0	0	0	0
1983	CHINA	40.025	75.26	33	5.6	0	0	0	0	0
1983	USA	61.031	-147.286	37	6.1	0	0	0	0	0
1983	GREECE	38.294	20.262	19	6.2	0	0	7	160	0
1983	JAPAN	35.464	133.899	27	5.2	0	0	0	0	0
1984	BOSNIA-HERZEGOVINA	42.967	17.734	30	5.1	1	0	0	0	0
1984	AFGHANISTAN	34.616	70.484	33	5.8	1	0	35	0	0
1984	INDONESIA	-2.823	118.806	33	6.6	2	0	89	0	685
1984	TURKEY	40.885	42.219	10	6.4	3	0	38	75000	0
1984	ITALY	41.765	13.898	10	5.8	3	0	100	0	0
1984	ITALY	41.831	13.961	14	5.2	3	0	63	0	0
1984	ITALY	43.26	12.558	12	5.3	3	0	200	0	0
1984	TURKEY	40.545	42.403	60	5.3	3	0	35	75000	0
1984	PAKISTAN	36.431	70.826	208	6.1	4	0	13	0	0
1984	DOMINICAN REPUBLIC	17.984	-69.338	24	6.7	5	0	0	0	0
1984	INDIA	24.641	92.891	23	5.6	20	0	100	0	0
1984	JAPAN	32.386	131.945	46	6.7	20	0	0	0	0
1984	JAPAN	35.789	137.488	10	6.1	29	0	0	0	0
1984	USA	37.32	-121.698	8	6.1	0	0	27	0	0
1984	RUSSIA	44.117	148.192	44	7	0	0	0	0	0
1984	JAPAN	31.448	140.036	41	5.5	0	0	0	0	0
1984	SOLOMON ISLANDS	-10.012	160.469	18	7.5	0	0	0	0	0
1984	UZBEKISTAN	40.32	63.35	15	7	0	0	100	0	0
1984	INDONESIA	1.761	99.075	33	5.2	0	0	123	415	0
1984	JAPAN	34.006	141.5	48	6.9	0	0	0	0	0
1984	RUSSIA	56.2	163.4	33	7	0	0	0	0	0
1984	PAPUA NEW GUINEA	-4.647	145.805	28	6.6	0	0	11	0	0
1984	GREECE	38.396	22.094	29	5.4	0	0	0	0	0
1984	USA	42.375	-105.72	33	5.1	0	0	0	0	0
1984	TAJIKISTAN	39.155	71.328	33	6.1	0	0	0	0	0
1985	IRAN	28.399	52.997	37	5.3	1	0	80	1500	0
1985	PAPUA NEW GUINEA	-5.599	151.045	27	7.1	1	0	0	0	0
1985	CHILE	-32.663	-71.551	33	6.6	1	0	0	0	0
1985	PHILIPPINES	7.758	123.544	33	6.5	2	0	25	30	0
1985	CHILE	-34.131	-71.618	38	7.5	2	0	0	0	0
1985	AFGHANISTAN	36.19	70.896	99	6.6	5	0	38	0	0
1985	ARGENTINA	-33.053	-68.467	5	6.9	6	0	238	12000	0
1985	PHILIPPINES	16.498	120.815	33	6.1	6	0	11	0	0
1985	ALGERIA	36.46	6.761	10	5.9	6	0	0	0	0
1985	INDONESIA	-4.13	136.049	10	6.3	10	0	7	0	0
1985	CHINA	25.926	102.871	5	5.8	23	0	300	0	0
1985	TAJIKISTAN	40.301	69.823	16	5.9	29	0	80	0	0
1985	CHINA	39.431	75.224	7	7.5	71	0	162	0	0
1985	CHILE	-33.132	-71.708	40	8	180	0	2575	0	0
1985	MEXICO	18.19	-102.533	28	8.1	9500	0	30000	0	0
1985	MACEDONIA	41.581	22.254	7	5	0	0	16	500	0
1985	GUADELOUPE	17.013	-62.448	13	6.4	0	0	6	0	0
1985	PAPUA NEW GUINEA	-4.439	152.828	46	7.2	0	0	0	0	0
1985	MEXICO	17.802	-101.647	31	7.6	0	0	0	0	0
1985	SOLOMON ISLANDS	-9.829	159.854	32	6.9	0	0	0	0	0
1985	NICARAGUA	11.725	-85.838	22	6	0	0	6	0	0
1985	INDONESIA	-9.245	114.185	99	6.2	0	0	0	0	0
1985	PERU	-9.159	-78.887	57	6.1	0	0	100	60	0
1985	INDONESIA	-1.639	134.911	10	7.1	0	0	0	0	0
1985	VANUATU	-13.987	166.185	33	7.6	0	0	0	0	0
1985	VANUATU	-13.966	166.516	43	7.6	0	0	0	0	0
1985	GREECE	39.266	22.81	27	5.5	0	0	0	7	0
1986	IRAN	29.962	51.582	10	5.6	1	0	4	300	0
1986	PERU	-9.505	-77.512	39	5.3	1	0	0	60	0
1986	TAIWAN	24.125	121.619	19	6.4	1	0	5	0	0
1986	VENEZUELA	10.597	-62.928	19	6.2	2	0	45	0	0
1986	GEORGIA	41.431	43.737	10	5.7	2	0	0	1500	0
1986	ROMANIA	45.547	26.316	132	6.9	2	0	558	0	55000
1986	BULGARIA	43.274	25.912	21	5.6	3	0	60	0	0
1986	INDIA	32.128	76.374	33	5.3	6	0	60	0	0
1986	TURKEY	37.993	37.806	10	5.9	15	0	100	4000	0
1986	TAIWAN	23.901	121.574	34	7.8	15	0	44	0	0
1986	GREECE	37.014	22.176	11	5.8	20	0	300	1500	0
1986	EL SALVADOR	13.827	-89.118	7	5.4	1100	0	20000	0	0
1986	USA	32.97	-117.869	6	5.8	0	0	0	0	0
1986	USA	52.327	-174.504	26	6.4	0	0	0	0	0
1986	INDONESIA	-3.904	103.461	33	5	0	0	2	0	0
1986	BOSNIA-HERZEGOVINA	44.12	16.339	30	5.5	0	0	12	0	0
1986	PAPUA NEW GUINEA	-4.448	143.943	102	7.1	0	0	0	0	0
1986	IRAN	29.985	51.623	26	5	0	0	0	80	0
1986	USA	34	-116.61	12	6	0	0	29	0	0
1986	PAKISTAN	29.627	69.363	18	5.2	0	0	0	0	0
1986	CHILE	-33.071	-72.084	33	5	0	0	0	16	0
1986	USA	37.537	-118.447	9	6.2	0	0	0	0	0
1986	USA	51.52	-174.776	19	8	0	0	0	0	0
1986	TURKEY	37.931	28.574	5	5.5	0	0	3	50	0
1986	KERMADEC ISLANDS (NEW ZEALAND)	-28.117	-176.367	29	8.1	0	0	0	0	0
1987	PERU	-17.897	-70.931	37	6.4	1	0	1	0	0
1987	NEW ZEALAND	-37.965	176.765	19	6.6	1	0	25	0	0
1987	CHILE	-24.388	-70.161	62	7.3	1	0	0	0	0
1987	PHILIPPINES	8.047	125.41	32	5.2	1	0	2	0	0
1987	JAPAN	32.034	131.837	54	6.7	2	0	5	0	0
1987	INDONESIA	2.244	98.866	11	6.6	2	0	22	300	0
1987	USA	33.082	-115.775	5	6.2	2	0	0	0	0
1987	ECUADOR	-0.978	-78.05	10	6.2	2	0	12	0	0
1987	PERU	-8.143	-77.954	20	5.1	3	0	0	0	0
1987	PAPUA NEW GUINEA	-6.088	147.689	55	7.6	3	0	0	0	0
1987	CHILE	-19.022	-69.991	70	6.9	5	0	112	1000	0
1987	USA	34.061	-118.078	10	5.7	8	0	200	0	0
1987	INDONESIA	-8.247	124.155	33	6.5	125	0	108	237	0
1987	ECUADOR	0.083	-77.785	10	7.2	5000	0	0	0	0
1987	CHINA	41.964	81.319	17	5.8	0	0	0	0	0
1987	PAPUA NEW GUINEA	-6.266	149.06	48	7.7	0	0	0	0	0
1987	TONGA	-17.94	-172.225	16	7.3	0	0	0	0	0
1987	PHILIPPINES	16.066	120.301	107	6.3	0	0	0	0	0
1987	JAPAN	35.362	140.214	63	6	0	0	0	0	0
1987	VANUATU	-14.074	167.828	48	6.6	0	0	0	0	0
1987	PAPUA NEW GUINEA	-7.288	154.371	25	6.8	0	0	0	0	0
1987	JAPAN	36.988	141.689	48	6.3	0	0	0	0	0
1987	JAPAN	37.447	137.865	23	5.1	0	0	0	0	0
1987	CHINA	41.529	79.318	29	5.9	0	0	0	417	0
1987	SOLOMON ISLANDS	-10.717	162.33	75	6.3	0	0	0	0	0
1987	USA	58.586	-143.27	10	7.2	0	0	0	0	0
1987	AUSTRALIA	-58.893	158.513	33	7.7	0	0	0	0	0
1987	USA	58.679	-142.786	10	7.9	0	0	0	0	0
1988	TAIWAN	23.902	121.598	51	5.7	1	0	1	0	0
1988	SOLOMON ISLANDS	-10.258	160.896	36	7.6	1	0	0	100	0
1988	BANGLADESH	24.688	91.57	33	5.8	2	0	100	0	0
1988	PHILIPPINES	12.376	121.067	17	6.2	2	0	2	0	0
1988	GUATEMALA	13.881	-90.45	69	6	5	0	0	0	100
1988	CHINA	22.789	99.611	18	7.3	738	0	3900	412000	0
1988	NEPAL	26.755	86.616	57	6.6	998	0	0	0	0
1988	ARMENIA	40.987	44.185	5	6.8	25000	0	0	0	0
1988	USA TERRITORY	19.08	-67.256	33	5.7	0	0	0	0	0
1988	CHINA	38.111	106.336	14	5.5	0	0	60	10000	0
1988	USA	57.262	-142.747	15	7.8	0	0	0	0	0
1988	TAJIKISTAN	37.18	71.811	11	5	0	0	0	0	0
1988	CANADA	48.117	-71.183	29	5.8	0	0	0	0	0
1988	MYANMAR (BURMA)	25.149	95.127	91	7.2	0	0	0	0	0
1988	ALBANIA	41.246	19.63	24	5.8	0	0	0	0	0
1988	ALGERIA	36.443	2.759	12	5.6	0	0	0	0	0
1988	CHINA	23.181	99.439	10	6.4	0	0	0	0	0
1988	PHILIPPINES	12.399	124.537	19	6.6	0	0	29	0	0
1988	IRAN	30.89	50.194	33	5.7	0	0	0	0	0
1988	AUSTRALIA	-19.829	133.882	5	6.7	0	0	0	0	0
1988	CHILE	-24.753	-70.433	37	6.7	0	0	0	0	0
1988	IRAN	29.974	51.679	33	6.1	0	0	0	0	0
1988	PHILIPPINES	18.606	121.013	53	5.4	0	0	0	0	0
1988	GREECE	37.938	20.932	25	5.8	0	0	0	0	0
1988	AZORES (PORTUGAL)	37.938	-26.142	11	5.3	0	0	0	0	0
1988	AUSTRALIA	-19.847	133.803	5	6.3	0	0	0	0	0
1988	PAPUA NEW GUINEA	-5.964	148.78	53	6.8	0	0	0	0	0
1989	CHINA	31.583	102.433	15	6.1	1	0	151	4270	0
1989	CHINA	23.553	99.526	33	5.6	1	0	91	5300	0
1989	PHILIPPINES	8.337	126.729	24	7.5	2	0	0	0	0
1989	DJIBOUTI	11.766	41.942	12	6.3	2	0	2	0	0
1989	IRAN	29.892	57.718	18	5.9	3	0	45	0	0
1989	MALAWI	-13.702	34.42	30	6.1	9	0	100	0	0
1989	CHINA	29.987	99.195	13	6.2	11	0	42	0	0
1989	AUSTRALIA	-32.967	151.619	10	5.4	12	0	100	0	0
1989	CHINA	39.893	113.884	10	5.3	29	0	193	30000	0
1989	USA	37.036	-121.883	19	6.9	62	0	3757	0	0
1989	IRAN	30.167	50.921	31	5.8	114	0	0	0	0
1989	INDONESIA	-8.081	125.129	10	6.2	0	0	0	0	0
1989	MEXICO	16.773	-99.328	19	6.8	0	0	0	0	0
1989	AUSTRALIA	-52.341	160.568	10	8.2	0	0	0	0	0
1989	JAPAN	39.571	143.333	10	6.6	0	0	0	0	0
1989	INDONESIA	-4.219	136.667	9	6	0	0	0	0	0
1989	VENEZUELA	11.038	-68.27	16	5.2	0	0	0	0	0
1989	TAJIKISTAN	38.465	68.694	33	5.3	0	0	0	0	0
1989	IRAN	29.964	51.655	33	5.1	0	0	0	0	0
1989	AZORES (PORTUGAL)	39.112	-28.242	11	5.7	0	0	0	0	0
1989	USA	19.362	-155.083	9	6.1	0	0	5	105	0
1989	RUSSIA	43.522	45.362	18	5	0	0	0	0	0
1989	USA	55.543	-156.835	11	6.9	0	0	0	0	0
1989	INDONESIA	-4.511	139.022	14	5.8	0	0	0	0	0
1989	ALGERIA	36.788	2.448	6	5.7	0	0	0	0	0
1989	BANGLADESH	21.861	89.763	6	5.1	0	0	0	0	0
1989	JAPAN	34.942	139.193	5	5	0	0	0	0	0
1989	JAPAN	39.837	142.76	29	7.4	0	0	0	0	0
1989	INDONESIA	1.031	126.189	32	5.6	0	0	0	0	0
1989	PAPUA NEW GUINEA	-4.346	152.797	53	5.4	0	0	0	0	0
1989	ECUADOR	1.134	-79.616	15	6.1	0	0	0	0	0
1990	PHILIPPINES	9.253	125.606	39	5.5	1	0	2	0	0
1990	GREECE	41.004	22.3	13	5.9	1	0	60	0	0
1990	KAZAKHSTAN	47.869	85.076	58	6.8	1	0	0	3000	0
1990	INDONESIA	3.908	97.457	48	6.8	1	0	32	0	0
1990	COSTA RICA	9.869	-84.302	17	5.7	2	0	350	0	0
1990	ITALY	40.775	15.766	10	5.4	2	0	16	0	0
1990	TAIWAN	23.916	121.636	12	6.2	2	0	3	0	0
1990	INDONESIA	1.186	122.857	26	7.6	3	0	25	0	1140
1990	PHILIPPINES	11.76	121.899	18	7.1	4	0	15	0	0
1990	CHINA	37.093	103.781	12	5.8	4	0	92	87000	0
1990	PAKISTAN	28.925	66.331	10	6.1	11	0	40	0	0
1990	AFGHANISTAN	35.121	70.486	114	6	11	0	250	0	0
1990	ROMANIA	45.841	26.668	89	6.7	14	0	700	0	0
